,0,1,2,3,4,5,6,7,8
0,1.0,1.788944551343751,-0.4727159973508468,-2.2352204758608036,-0.4958987327276142,0.0,19.0,9.0,0.0
1,1.0,0.44807880226546026,-2.215187510793666,-1.3953228072333255,0.08593519346213074,1.0,10.0,5.0,0.0
2,0.0,0.8295946616123958,1.070960262711573,-0.5383694989645854,-0.4182756558590984,0.0,10.0,10.0,1.0
3,0.0,0.22748480336790966,-1.0634527928684747,0.418868656082998,0.8319511998432003,0.0,5.0,5.0,1.0
4,1.0,0.6708390174415557,-0.31014620701719664,-0.5137313326486337,0.7503504779041492,0.0,11.0,10.0,0.0
5,0.0,-0.10982969078609228,-0.3223245201449193,0.27956101552002127,2.1244644025163026,0.0,4.0,7.0,1.0
6,1.0,0.4120078191283796,-1.2274729186878548,-0.7602420212608696,0.39913467672239666,0.0,4.0,10.0,1.0
7,1.0,1.633331368511778,0.05155229247340448,-0.54490724245759,0.12260540552956783,0.0,10.0,10.0,1.0
8,0.0,0.31180058640943786,-1.8823551873526618,0.20627877892912597,-0.3659962726988176,1.0,1.0,10.0,1.0
9,0.0,1.0290667547105896,-1.6108437896486694,-0.15379960729538952,0.9792314823759521,0.0,2.0,10.0,1.0
10,0.0,1.6995117423238715,-0.34784238400780404,-0.05105410627664331,0.8816992422940126,0.0,14.0,5.0,0.0
11,1.0,0.5821043824372363,0.22965772184861316,-0.22191809742770593,-0.9932987022810714,0.0,3.0,10.0,1.0
12,1.0,2.0573852350261683,0.6684786528530922,-2.3603312355264205,-0.8525288252910966,0.0,5.0,4.0,0.0
13,1.0,-0.05378893674568086,-0.48059553472208594,-0.7853902340559324,-0.20653323547644808,1.0,1.0,6.0,1.0
14,0.0,2.4634744605851986,2.2458411486951295,1.6591872160620047,2.551716326345046,0.0,40.0,10.0,0.0
15,0.0,-0.9022466536058593,-2.0345788999393104,0.325565744891262,0.9192648835564454,0.0,15.0,10.0,0.0
16,0.0,1.3319623508509446,-0.37418440179028833,-0.7334911160218048,-0.1265570494449595,1.0,5.0,10.0,1.0
17,0.0,0.331399177424606,0.984798390451556,-0.020469127459594578,-0.07086226582731359,0.0,3.0,8.0,1.0
18,1.0,0.015975080104978168,0.09601638335630042,0.1497016545536996,0.7602177908244107,1.0,4.0,10.0,1.0
19,1.0,-0.2805186936720764,-0.7550162534970566,-0.5586080452658515,0.5843428707709213,0.0,5.0,9.0,1.0
20,0.0,1.0808719324157152,1.0155735535342292,1.0340965907361863,1.1564310490215255,1.0,18.0,10.0,0.0
21,0.0,1.6145709914247202,0.4070346921009535,0.35635432735084893,0.3849305959669548,0.0,2.0,6.0,1.0
22,1.0,-0.5481194342687501,-1.041332443441367,-0.6409911249635399,-1.3323684831470652,1.0,15.0,5.0,0.0
23,1.0,-0.36585362292786416,-0.54942611265335,0.21184933974128445,0.3865761626990798,0.0,1.0,10.0,1.0
24,1.0,0.289300330804116,-1.1114880956415456,1.0189255906128718,0.5497334923768987,0.0,4.0,9.0,1.0
25,1.0,-0.9730290106749728,-0.34844266294973025,1.775218649086503,0.6068535381797915,0.0,4.0,10.0,1.0
26,1.0,-1.1706554252702015,-1.982021053012969,-0.9529262684024898,-1.6126783864123637,1.0,33.0,4.0,0.0
27,0.0,1.0281233623354562,-0.16092991823449931,0.2909902380642314,0.6790654388152971,1.0,6.0,10.0,1.0
28,0.0,1.229804201909177,0.46331316955635166,-0.03970291465700354,0.28801544952661545,0.0,0.0,8.0,1.0
29,0.0,-0.42664796052449727,-0.6510714115199463,-1.1403542375621465,-0.894697763096587,0.0,17.0,10.0,0.0
30,1.0,2.3588675001349584,-0.7474290227425275,0.36076756978674523,0.8131805260971732,0.0,13.0,7.0,0.0
31,1.0,-0.11582034313283285,-1.227628795389036,-0.6492255605272594,-0.3687920147396341,1.0,4.0,7.0,1.0
32,0.0,-0.17352618415776933,-1.8097228311830262,0.07252682315631011,0.3348058495749707,0.0,10.0,10.0,
33,1.0,0.060997230673767056,-0.035767151047188694,0.16685371443924088,2.3544880693398356,0.0,16.0,10.0,0.0
34,0.0,0.14803567223030722,-0.22879287044494348,-0.35300877206542547,-0.3142192976897613,0.0,10.0,10.0,
35,1.0,0.6214888762353181,0.02990169980422208,-0.6729489361279237,1.1015233934158815,1.0,10.0,10.0,
36,0.0,2.324831254556899,-0.2015142458208428,1.7737988302525318,1.7213439205591121,1.0,23.0,10.0,0.0
37,1.0,-0.787064641881714,-1.934974736068965,0.10986927228510579,1.1260035407031024,0.0,7.0,9.0,1.0
38,0.0,0.2322564296188085,-0.8211151734384776,-0.6660683706633205,0.6240485071992911,0.0,0.0,6.0,1.0
39,0.0,0.2043214135337137,0.39986287891312183,0.8537235494925263,1.0933148424391999,0.0,9.0,10.0,1.0
40,1.0,-0.7117533599520507,-1.4431652055058433,-0.45318156617922023,-0.34047604181051827,0.0,10.0,10.0,
41,0.0,0.09364152366941475,-0.06263507788254269,-1.1368791546324053,-2.067380376315662,0.0,10.0,10.0,
42,0.0,0.6076355685199091,-0.60525721809594,-1.0149356673194634,-0.9678200835722944,1.0,10.0,10.0,
43,1.0,0.6283481329203034,-1.991346831284858,0.1955339204787224,1.0822063185610173,0.0,10.0,10.0,
44,0.0,0.8898480255762256,-1.7536232761828967,-0.07489999431764341,0.416390331812879,0.0,10.0,10.0,
45,0.0,1.3064500643808055,1.0943803136379548,-0.5907372068187656,0.3812686668533486,0.0,10.0,10.0,
46,0.0,-1.8278731012493723,-3.468610592408964,-0.49840726232251287,0.19991317900758865,0.0,10.0,10.0,
47,1.0,3.8840517139315196,3.223457372573531,0.9933229059782198,0.42920284112577667,1.0,10.0,10.0,
48,1.0,0.00966447984888652,-0.3335005158967974,1.0912681277055167,0.835537747021025,1.0,10.0,10.0,
49,1.0,-1.237892212890316,1.0835916923116957,-0.9000235552283607,-0.7422598294536945,0.0,10.0,10.0,
50,0.0,0.9436661217068094,0.928418461795788,0.05012271413891448,0.9766038920471016,1.0,10.0,10.0,
51,0.0,0.5368131380579657,-0.3744976992575981,0.03491270104926323,0.7520061504909525,0.0,10.0,10.0,
52,0.0,1.1191816601700484,-2.890638848968448,-1.8005272871199625,-0.28266741557728847,0.0,10.0,10.0,
53,0.0,1.644835153357691,-0.6626617067555431,2.153027151263386,2.7911217469797425,0.0,10.0,10.0,
54,1.0,2.610065704967817,0.7105185349605097,1.102360604385259,2.1499846000482012,0.0,10.0,10.0,
55,1.0,0.19272232859501515,1.2316591459590882,-0.06732944579897014,1.1780169919247665,0.0,10.0,10.0,
56,1.0,0.5513581648567097,-0.06995218358549321,1.2214302750435682,0.49171125753290634,1.0,10.0,10.0,
57,1.0,1.1009771803094535,-0.6246424452746631,-0.4994636566872928,0.20719512900729692,0.0,10.0,10.0,
58,0.0,1.4714325880871044,-1.5701824127742428,3.3894163393328958,0.8330691828843608,0.0,10.0,10.0,
59,1.0,0.7868614146073623,-0.7400668356272249,0.3392190761794815,0.8809133741914172,0.0,10.0,10.0,
60,0.0,0.20703674960994783,-0.6395705795449611,-1.2433268187098208,0.7467511689515681,0.0,10.0,10.0,
61,1.0,0.9485669707448275,0.2574709773103782,1.477217418104809,0.8711943044731243,0.0,10.0,10.0,
62,0.0,-1.7356323969689837,-1.1448740339590697,-1.1997380662423625,0.6399947832426128,1.0,10.0,10.0,
63,1.0,-0.3643819865901816,-0.7751701059785309,-0.4790134211359553,-0.17479274869918682,1.0,10.0,10.0,
64,1.0,1.488491432949946,0.03329720978557904,-0.5060824486461191,0.3374234531397663,0.0,10.0,10.0,
65,0.0,0.793507236016721,0.22550981752475557,-1.5451926866726569,0.42840669507936485,0.0,10.0,10.0,
66,0.0,-0.3989746529314484,-1.8710575076070353,0.8180164872937303,2.5060013785863866,0.0,10.0,10.0,
67,0.0,0.5775630586410873,0.06086247574302034,4.074737188379324,2.7767603704965134,1.0,10.0,10.0,
68,1.0,2.0518367156809405,1.4083917023325756,0.087666056519434,0.3792268922065507,0.0,10.0,10.0,
69,1.0,3.1541486028321613,1.268016655124537,1.0150458794399329,2.4006982898821003,1.0,10.0,10.0,
70,0.0,-0.35755049624333335,1.1668454267734596,0.9929042932838755,1.247703282181158,0.0,10.0,10.0,
71,1.0,2.070910153519809,0.06185630759225419,0.3421973930639206,-0.48158202943796546,0.0,10.0,10.0,
72,1.0,0.7159873999733302,0.6616777717107933,-0.02408213957534865,0.5446672494230881,0.0,10.0,10.0,
73,1.0,0.7790507140082612,-0.48476695186581387,-1.3008569352609365,0.20069785027082715,1.0,10.0,10.0,
74,0.0,0.5796133524625036,-0.9571132150451305,0.863389310514986,1.838748658308441,0.0,10.0,10.0,
75,0.0,0.8933902861815053,0.13927458931907916,0.29357766768434995,0.4859269659364175,0.0,10.0,10.0,
76,0.0,1.1818301231826147,-0.6817374849963853,-0.6025012062184703,-0.6354599536482756,0.0,10.0,10.0,
77,1.0,0.1894186522931685,0.00422899088059564,-0.39972152334273914,2.333506281587033,1.0,11.0,8.0,0.0
78,1.0,1.5328512642921066,-0.31050162460788117,-0.0056116886880983475,0.17320506673780245,1.0,10.0,10.0,
79,0.0,-1.7341799817898025,-1.698908656588648,0.02341136631276717,0.4181526333998784,0.0,0.0,10.0,1.0
80,1.0,0.7866377584278751,-0.08573130829944922,0.46844494997306435,0.5532290788527119,0.0,10.0,10.0,
81,0.0,-0.6095527869684148,-1.4361658777493649,-0.22613356945279142,-0.4370911824724556,0.0,10.0,10.0,
82,1.0,0.2469476930909122,0.7351237117646559,-1.8673602849344033,-1.499381003986151,0.0,10.0,10.0,
83,1.0,1.888726999827247,-0.60962637939821,1.6031345714023908,1.675846792605288,0.0,10.0,10.0,
84,0.0,0.7897731408754232,0.15575049128813012,0.7642128189695486,0.7314411166629966,0.0,10.0,10.0,
85,0.0,0.5889024696268017,-0.7995991590961737,-0.7182760688587975,-0.25146789498316413,0.0,10.0,10.0,
86,1.0,0.8342443635840477,-0.0533381905846656,-0.582269103946748,-1.2528749451813175,0.0,10.0,10.0,
87,0.0,1.5388100932427036,1.7632250126056277,1.4040431671751885,0.6505874703868866,1.0,10.0,10.0,
88,0.0,0.7534861334443694,0.2794831012137396,2.5600792442402667,3.2410617122912635,0.0,10.0,10.0,
89,1.0,-0.37645685645855,-1.2852951383682039,-0.8330992669280419,0.40927735686973366,0.0,10.0,10.0,
90,0.0,0.33423909134151,0.14992644795637688,-0.5025314645631332,-1.30230196067926,0.0,10.0,10.0,
91,0.0,-0.766747278403366,1.6419491041016816,-0.4171328290832829,1.093055691535281,0.0,10.0,10.0,
92,1.0,-0.037279974636039825,-0.48171787251159015,-1.6089286348257423,-1.5927917847692856,0.0,10.0,10.0,
93,1.0,-0.12973688034293995,-1.7231454489875466,-0.637968093016428,-1.6193632987187434,0.0,10.0,10.0,
94,0.0,0.7802387291050598,0.08478609366546519,0.8387682080239196,0.9318274270071977,1.0,10.0,10.0,
95,1.0,0.006838004504116257,-1.0135267510944175,-0.420666157539979,0.7365619692030424,1.0,10.0,10.0,
96,1.0,3.0670517611324657,0.9295694527614926,0.18853509077425612,0.8426080289856839,1.0,10.0,10.0,
97,0.0,0.10404075826414527,0.5498585593293441,-0.020603490986506177,0.6202734986500138,0.0,10.0,10.0,
98,1.0,-1.2865768096012908,-1.4565545848497343,-0.2064055645060611,0.01802486175221285,0.0,10.0,10.0,
99,0.0,1.2219094540666129,0.5842104772930956,-0.23017228708515283,0.7990970088245812,0.0,10.0,10.0,
100,1.0,0.7654486785559422,-0.1554139711460944,1.2621175796563737,1.2747978047586506,0.0,0.0,10.0,1.0
101,1.0,2.3968765112785966,1.0379159327052552,-0.9091624287016961,0.3630663431806115,1.0,23.0,10.0,0.0
102,1.0,-0.20808964039039157,0.042251370896844886,0.12086519139086674,-0.42387417606427513,0.0,15.0,9.0,0.0
103,0.0,-0.07708179050510733,-0.9166791699470977,0.08765743867423977,0.5827637026749766,0.0,1.0,6.0,1.0
104,0.0,-0.09198768738612262,0.8596675784861547,-1.687237959663899,-1.55829986029811,1.0,3.0,6.0,1.0
105,0.0,1.6206285171407988,-1.5113184998205793,-0.9135011195281677,-0.1514242194282378,0.0,1.0,10.0,1.0
106,0.0,0.2856613284712104,-1.2426316178913044,-0.37236176965670015,0.848794084924757,0.0,4.0,10.0,1.0
107,0.0,1.5716152892433883,0.16554474404866693,-0.19630979799033407,0.13776920816972038,0.0,15.0,10.0,0.0
108,1.0,0.3695871854633653,0.684435294657789,-0.27055658475059585,0.3194641745841187,1.0,10.0,10.0,1.0
109,1.0,-0.2468628930585015,-0.3924163208603948,0.8781715851861647,1.3680755055333123,0.0,5.0,9.0,1.0
110,1.0,-0.2554171200373271,-0.39663208063561417,-0.17392720814795706,0.23338543623554864,1.0,10.0,10.0,
111,0.0,1.199933286490391,-0.025387172202042174,0.4285599491349315,0.8515558190530294,1.0,10.0,10.0,
112,1.0,-1.2942558495112406,-1.588982356357564,0.45563723655354543,0.5323744770420574,0.0,10.0,10.0,
113,1.0,-0.3737329349784628,-0.001925655921592051,-0.21566787953087022,0.8992934261596561,0.0,10.0,10.0,
114,0.0,1.190074497349527,0.22198323228826883,0.17125575507234134,0.3957194508268276,1.0,10.0,10.0,
115,0.0,0.6045903028886375,-1.718215545397867,0.3495486363326416,1.3823370150032526,0.0,10.0,10.0,
116,1.0,0.6993497710878585,-1.0127099973350897,1.5027932433362567,1.9945450577625925,0.0,10.0,10.0,
117,0.0,2.700934970409097,1.0623652493711073,0.4846986829015645,2.548322069068208,1.0,10.0,10.0,
118,1.0,-0.43619005297703195,-1.640398665769939,-0.09238359904811287,0.5898879092881538,0.0,10.0,10.0,
119,0.0,0.17591233211621327,-1.854989917040027,0.13016959339296474,0.5136034688662665,0.0,10.0,10.0,
120,0.0,-0.5358174172281227,-1.0405442044071593,0.7662334838433887,1.270655068468858,0.0,12.0,10.0,0.0
121,1.0,-0.5813228018851566,-0.747994171132108,1.098787949586932,3.7250595334238685,1.0,19.0,10.0,0.0
122,1.0,0.1034139562984272,0.29107688022584316,-0.6511112988706408,0.037101074025337355,0.0,10.0,10.0,
123,1.0,-0.14981713093846383,0.21361941048723915,0.11900185424818047,-1.613316738258249,0.0,1.0,8.0,1.0
124,0.0,0.6013715973107716,-1.0590098946758455,-0.17454124035144963,0.5103627493216545,0.0,4.0,10.0,1.0
125,0.0,-0.407649829577,-0.45706181098937826,-0.2094125870678914,0.8962396400512859,0.0,7.0,10.0,1.0
126,1.0,1.232318900731184,0.595882134883235,0.30064366243598717,1.7465852533618684,0.0,13.0,10.0,0.0
127,0.0,0.8854090534981485,-0.2741851340893869,0.675876166854737,0.9042161979066783,0.0,21.0,6.0,0.0
128,0.0,-0.26700518052702193,-1.612403989625164,-0.10683935916683378,1.8016036540452305,0.0,0.0,4.0,1.0
129,1.0,-0.5671081876090609,-0.7423811488601109,0.19754714174765048,-0.005221265633731043,0.0,12.0,10.0,0.0
130,0.0,1.9970778554288058,1.184975817014213,1.3718246936977745,1.2317540063130332,1.0,10.0,10.0,
131,1.0,2.052144618399778,1.522075321315859,0.27522099505154723,1.2207670719770498,1.0,10.0,10.0,
132,0.0,1.2631195400200006,0.5293746440076641,0.058893147206376326,0.4886576674401872,0.0,10.0,10.0,
133,0.0,0.5264443264030146,-0.23116828813510992,-0.1367914802526934,-0.5589892051093949,1.0,10.0,10.0,
134,1.0,-1.7159741085392493,-0.009886613912533426,0.12568919928480973,0.7522051773210663,0.0,10.0,10.0,
135,0.0,-0.021918564402878205,-0.9050500146361657,1.2675423500528715,0.8008187152223843,1.0,10.0,10.0,
136,1.0,2.619846092507851,0.7300059124237417,0.8377334808318981,0.8630050579376962,0.0,10.0,10.0,
137,1.0,0.42310984266022234,-0.14490390819774063,-0.37866113026422055,0.06305704726007566,1.0,10.0,10.0,
138,0.0,0.27345783447800953,-2.1000562509799563,0.2517444045318394,0.5396252857905461,0.0,10.0,10.0,
139,1.0,1.0539651297844603,-0.12639743586996935,0.2499396966415872,0.33495321989229965,1.0,10.0,10.0,
140,0.0,1.207842628947294,0.20471295015864593,0.6752590515718603,1.277116187257891,1.0,10.0,10.0,
141,1.0,-0.5536589775734546,-0.6343207174149156,0.11163820289275084,0.41231228498129613,0.0,10.0,10.0,
142,0.0,1.448491805575969,-0.012415793634808436,0.14802422717760766,1.9136306581597395,0.0,10.0,10.0,1.0
143,0.0,1.277809868037926,0.1460801157049062,0.008885790825991708,1.027312507624426,1.0,10.0,10.0,
144,1.0,2.2411501448340534,0.9281783933765706,-1.0030485431374254,-0.8070156517790085,0.0,1.0,7.0,1.0
145,1.0,1.0378142749806378,-1.045733141999981,-0.17118343602214442,0.2855419995817223,0.0,10.0,10.0,
146,0.0,-0.27029960147169874,-2.4462978249975658,-1.786104979684045,-0.12000938211926238,0.0,20.0,10.0,0.0
147,1.0,0.8392774698608525,-0.8536503685144998,-0.910308852795437,-0.6080438663774795,0.0,10.0,10.0,
148,1.0,1.3122514200621633,-1.0045038287946435,0.09297931489053131,1.629181712055793,0.0,10.0,10.0,
149,0.0,0.6058219441641955,0.7670293264770742,0.08162968775510739,0.012488634874774251,0.0,10.0,10.0,
150,0.0,0.5940786239602293,-0.558198936710696,-0.4325615535825306,0.46174692342308177,0.0,10.0,10.0,
151,0.0,1.156531122079485,-1.7165967006052014,0.09207126156491907,1.2575465019321108,0.0,10.0,10.0,
152,0.0,0.49108930321321353,1.8437685472811631,-0.09880334746918475,1.7669355770044004,1.0,10.0,10.0,
153,1.0,0.27889018817250855,-0.388810067556929,-0.44582783162741235,0.41395052798690357,0.0,10.0,10.0,
154,1.0,-1.7745488424527363,-0.4953369126751275,0.012468828463371568,-0.06781845082296745,1.0,10.0,10.0,
155,1.0,0.3026863574445837,0.6700719646031348,-0.5600823121914128,0.4212473495132224,1.0,10.0,10.0,
156,0.0,0.6908785361643975,0.4191713630451664,0.3727576695657824,-0.05029555541219943,1.0,10.0,10.0,
157,1.0,2.473056151433777,1.0530202640114585,1.9555311933310957,1.0514915121595712,1.0,10.0,10.0,
158,0.0,1.9306194102254985,1.9752435181820067,-0.3470657904203594,0.9292597552499886,0.0,10.0,10.0,
159,1.0,-1.0121531410460936,0.5130875203741128,0.6352579578553507,1.2087226778175237,0.0,10.0,10.0,
