,0
0,1.0
1,6.0
2,0.0
3,20.0
4,13.0
5,6.0
6,5.0
7,12.0
8,4.0
9,4.0
10,9.518371830116696
11,7.928128532062768
12,8.177697617492631
13,8.374627995167796
14,8.88289815185545
15,8.720789393314249
16,6.452677516652834
17,9.675366468098565
18,9.765136431124501
19,8.419863465416977
20,7.1691458473164005
21,9.470768004800432
22,8.919722515499245
23,8.054318732128367
24,9.534935412392777
25,8.730332589930823
26,9.029050086671807
27,7.738212842451364
28,7.737608223489307
29,9.075002363040191
30,13.0
31,8.0
32,5.0
33,1.0
34,2.0
35,20.0
36,14.0
37,15.0
38,5.0
39,4.0
40,13.0
41,6.0
42,13.0
43,0.0
44,4.0
45,2.0
46,3.0
47,14.0
48,4.0
49,4.0
50,5.0
51,6.0
52,0.0
53,6.0
54,4.0
55,14.0
56,0.0
57,24.0
58,4.0
59,1.0
60,9.38381895770944
61,7.625630791709294
62,7.8402278710482864
63,8.903037522127295
64,8.40986940737276
65,8.828691009480979
66,8.76220288229741
67,9.021562215934036
68,9.204375114878871
69,9.170190691070356
70,1.0
71,7.709251257836209
72,21.0
73,7.2880094756758735
74,9.358567085465141
75,16.0
76,8.338623121646439
77,2.0
78,10.174905979375247
79,9.179900756807047
80,13.0
81,4.0
82,6.0
83,0.0
84,5.0
85,4.0
86,6.0
87,7.0
88,8.0
89,3.0
90,21.0
91,0.0
92,8.812266424530767
93,9.370717163091356
94,8.330465188169123
95,10.0
96,15.0
97,7.552576418291975
98,8.588947512537828
99,8.914385644376678
100,9.0
101,2.0
102,1.0
103,16.0
104,2.0
105,18.0
106,4.0
107,20.0
108,9.0
109,11.0
110,0.0
111,3.0
112,15.0
113,25.0
114,5.0
115,9.0
116,4.0
117,7.0
118,7.0
119,13.0
120,9.375017013573823
121,0.0
122,9.194181176213013
123,9.960157902457478
124,9.803595445662893
125,7.947795769426822
126,8.363126715219865
127,9.017790336233844
128,8.605345053203234
129,14.0
130,15.0
131,2.0
132,8.661147556990699
133,8.097529165286872
134,9.06667737066824
135,24.0
136,3.0
137,8.135129935555065
138,14.0
139,9.097573077671012
140,0.0
141,11.0
142,11.0
143,2.0
144,7.483659966593956
145,33.0
146,1.0
147,1.0
148,25.0
149,16.0
150,3.0
151,0.0
152,2.0
153,7.0
154,3.0
155,7.0
156,2.0
157,3.0
158,13.0
159,10.0
160,16.0
161,1.0
162,5.0
163,2.0
164,13.0
165,0.0
166,8.0
167,20.0
168,18.0
169,14.0
170,8.923736222440573
171,10.472667962160994
172,8.400326486992874
173,9.116173756009482
174,9.92707815753576
175,8.772702471810337
176,8.64057697611133
177,8.956488029533576
178,9.210749339338442
179,6.590819168310733
180,7.0
181,11.0
182,9.0
183,9.0
184,27.0
185,5.0
186,8.0
187,0.0
188,2.0
189,2.0
190,8.668412468760874
191,9.349624958101247
192,8.157014351250105
193,9.320901929368066
194,7.574533197656623
195,7.810902145987735
196,8.973336468379344
197,7.330359755192882
198,9.122588019353211
199,9.420241044951187
200,1.0
201,4.0
202,11.0
203,9.0
204,7.0
205,22.0
206,11.0
207,9.0
208,3.0
209,18.0
210,15.0
211,21.0
212,8.900060480245067
213,9.30061450391111
214,7.652618999274557
215,7.597844107534284
216,8.555514485780325
217,9.28320700174171
218,7.549521287222485
219,8.143705522308284
220,8.827622995692586
221,8.91825267466654
222,8.258804951689376
223,9.154273271003639
224,8.479208257008647
225,10.538103427233981
226,8.630126202905169
227,9.141359081130052
228,8.241046197508446
229,9.958895016364764
230,7.201317163044599
231,7.644533702462002
232,7.303161451882703
233,9.511493571143268
234,8.639734588882027
235,9.454075299848522
236,9.090767805742193
237,7.301620024134602
238,7.400363514806089
239,8.677598123604032
240,6.0
241,6.0
242,23.0
243,9.0
244,10.0
245,4.0
246,6.0
247,11.0
248,1.0
249,8.0
250,8.0
251,17.0
252,3.0
253,0.0
254,16.0
255,7.0
256,25.0
257,0.0
258,6.0
259,13.0
260,9.790394690790976
261,8.607890615868584
262,10.076832607124533
263,10.130850553849331
264,8.416317841848812
265,9.540691374661536
266,9.12214551384978
267,8.881049961429712
268,6.8345942417321774
269,8.441698985742867
270,14.0
271,3.0
272,10.0
273,2.0
274,0.0
275,11.0
276,10.0
277,6.0
278,13.0
279,4.0
280,8.807553069351203
281,8.690463354617517
282,8.847230526910526
283,7.740822849152966
284,8.358399044156952
285,9.917307527373017
286,9.21638603753441
287,8.21137816227846
288,8.44040147329058
289,9.548979702877773
290,9.227520227389405
291,8.79255641042884
292,7.693821403402151
293,8.377881667371396
294,9.256073642034876
295,8.037556413461614
296,10.896612411769905
297,8.512982900270922
298,7.789143476658506
299,8.52804802133915
300,8.907175752841793
301,13.0
302,1.0
303,22.0
304,0.0
305,9.48210267404922
306,9.076144987764781
307,4.0
308,38.0
309,7.271581430401441
310,9.98720935562608
311,8.577587111040582
312,7.444325856669612
313,9.145278048106462
314,10.096223024964209
315,9.195702348675477
316,9.356054568491702
317,9.065788012563116
318,8.612452709661572
319,7.611231863473586
320,7.527572185596759
321,7.066509635641943
322,8.778206962443035
323,7.924308562434705
324,8.59279294567228
