,0,1,2,3,4,5,6,7
0,0.0,0.85082590068707,-0.8261347202083129,-0.3821327591356538,0.18648454282993243,1.0,1.0,8.0
1,0.0,0.8176791353552262,0.49285942335505445,0.28156995708100013,0.13705267150496353,1.0,6.0,10.0
2,0.0,-1.2901049483071803,-0.5963619677805483,1.3260781349316428,1.0976313451096207,0.0,0.0,8.0
3,1.0,-1.0072579238695463,-2.2172330081396376,-0.9193352584462069,-0.1434407067600586,0.0,20.0,10.0
4,0.0,-0.6068402832869391,-2.44231739842372,0.17085051346772512,0.6876171652251887,0.0,13.0,10.0
5,1.0,0.7260990440451522,-1.624313884535,0.266388628075083,0.8175060319326077,1.0,6.0,10.0
6,1.0,1.8810664394924934,0.5385731185240652,-0.4794300314066876,0.18547418760032436,1.0,5.0,9.0
7,1.0,0.8967148681339062,-0.32996416124712324,0.5527655935428192,1.242724573626345,0.0,12.0,10.0
8,0.0,0.35173959101291286,-3.453083138907751,-0.1667177047482488,1.1604524045376694,1.0,4.0,10.0
9,1.0,0.34343063390058537,0.9748300758356347,-1.0299311639277697,-0.30225117571339344,0.0,4.0,10.0
10,1.0,1.6457746861977642,0.6115763279116182,0.2500438511559232,0.9702431936059321,0.0,9.518371830116696,9.1894038713323
11,1.0,-0.24743677533077324,-1.3185630403512067,-0.2827509971138347,0.45587099710480383,0.0,7.928128532062768,7.902859730543955
12,0.0,0.5115148872221627,-0.19198223604184672,-0.6488627268787913,-0.11087534837631963,0.0,8.177697617492631,7.774820347574098
13,0.0,1.0508255705197955,-0.03627487608617436,-0.0008172535778046213,-0.3667434608560135,0.0,8.374627995167796,7.890945591294779
14,0.0,1.5139729004905118,-0.13822625205864494,-0.6063018414114897,0.7784789876095659,0.0,8.88289815185545,8.23855134299287
15,1.0,1.747907361950987,-0.4106506170099423,0.07611583437017054,-0.4710869017351992,1.0,8.720789393314249,8.040928498534118
16,1.0,-0.916593653777332,-0.5305455789078619,-4.163234282878786,-2.1090097926741063,1.0,6.452677516652834,5.974459557725505
17,0.0,-0.19709825602712905,-1.2849984525761053,1.6246413981687946,2.890282756968693,1.0,9.675366468098565,9.636230782926614
18,1.0,3.290803752739701,0.18226449654503124,1.1040483424618672,0.6300800460224683,0.0,9.765136431124501,9.00461127283358
19,0.0,1.5246063855132344,-0.10147186008054074,-0.9745117413675521,-0.1012305381956331,0.0,8.419863465416977,7.6929154894208605
20,1.0,-1.354825214224955,0.3004909467129196,-1.692149401069889,-1.3760720039013274,0.0,7.1691458473164005,7.355743760060417
21,1.0,1.0797530964086335,-0.08858250333136428,0.25722281666423114,1.1471472720615732,1.0,9.470768004800432,9.107002475059263
22,0.0,0.934280566492403,0.031003361114388672,0.12702300571125905,0.13122298642272318,1.0,8.919722515499245,8.36350095072961
23,0.0,-0.9375291460566333,-0.7547168377538036,0.22653088491123713,0.5573440660829373,0.0,8.054318732128367,8.156939735497987
24,1.0,0.9183883840088933,0.6035081006532734,0.5616547451291135,1.2902632801540248,0.0,9.534935412392777,9.467316936193992
25,1.0,0.9431512735417695,-0.2566438848344213,-0.3288548343649805,0.6329838758009508,0.0,8.730332589930823,8.450741687062905
26,0.0,0.3098224651483237,0.7015944081574219,0.24084091456286144,0.7145915934923798,0.0,9.029050086671807,8.89998900179689
27,0.0,-0.26780075807042125,-0.7845660381275875,-0.7133340251451938,-0.7134744895303377,1.0,7.738212842451364,7.327730993507773
28,0.0,0.5324397089089409,0.7378677835248495,-0.9664849815285618,-1.7194646549936383,0.0,7.737608223489307,7.296614529976487
29,1.0,1.475036871183125,-0.6125104465784134,-0.043428996536910354,0.6467988689673646,1.0,9.075002363040191,8.494843014178137
30,0.0,0.6678156578565709,-0.6496413658852552,-1.1499009170632015,0.1730011077256518,0.0,13.0,9.0
31,0.0,1.4254278189407235,0.049758998943009,-0.9035946184786745,0.050002689981645365,1.0,8.0,10.0
32,1.0,0.1919243139495907,-0.7713307027226839,-0.11537798163364353,0.39759923743782766,0.0,5.0,4.0
33,0.0,0.9014590692830899,0.3645030142128209,-0.7496756231241267,-1.0925720712540952,1.0,1.0,3.0
34,1.0,-0.10805660952726548,-0.7860814085070383,0.0918831804385873,0.6968784681316977,0.0,2.0,9.0
35,1.0,-0.8540697190591662,-1.0954046898894931,0.034283951368833956,0.5799505424715149,0.0,20.0,5.0
36,1.0,-0.3795691895017108,-1.3098174449098179,-0.7813730437757443,0.834058893077555,0.0,14.0,6.0
37,0.0,-0.8454468009569505,-0.611712613159576,-0.6408923108111959,-1.0463873117272025,0.0,15.0,4.0
38,1.0,0.7715186010362743,0.6418147971136423,0.19797016657255287,1.0695177184255855,0.0,5.0,10.0
39,0.0,2.0147292681867848,0.51810663812651,-0.05926478105210688,-0.8431773154263226,0.0,4.0,10.0
40,1.0,0.510114918249382,-1.2770528823358105,-0.9302214743940652,-0.9893593029416824,0.0,13.0,3.0
41,0.0,1.7479137157690294,0.1302105170299393,-0.09417074041158051,0.4310702501174952,0.0,6.0,10.0
42,1.0,-1.66397710488439,-2.13081743031576,0.8215537611401742,2.16664311443427,1.0,13.0,10.0
43,0.0,1.698121724943045,0.3245724629440518,-0.0823299607162882,-0.8710161684941354,0.0,0.0,5.0
44,0.0,0.3600573701929413,0.7104918652340566,0.4746194273603151,1.8024070527140026,1.0,4.0,10.0
45,0.0,0.30807225745616656,-0.7485815171542975,-0.5289550196415334,0.6992088175821506,1.0,2.0,10.0
46,1.0,0.6400168142277299,-0.410650475702655,0.4000003284428213,0.8707829150754816,1.0,3.0,9.0
47,0.0,-0.4974176080421282,-2.4387763157547555,0.7335520148068958,0.18225961862275764,0.0,14.0,10.0
48,1.0,-0.8458671140400003,0.27193826804665683,0.2921766072624777,0.5633536666307996,0.0,4.0,10.0
49,1.0,1.1427239829153666,-0.4006234079066081,-0.7649637840427999,-0.2331412677411152,1.0,4.0,2.0
50,0.0,-1.3490723585821418,-1.7736731137416297,1.2874428327829914,1.332358466782333,1.0,5.0,10.0
51,0.0,0.009263199154908586,0.22883637545532137,0.40630979601241146,0.5728693056794707,0.0,6.0,10.0
52,1.0,-0.3097495924124565,-1.4796714723746789,0.3450210761563377,1.987453539751323,0.0,0.0,8.0
53,1.0,0.4116649512275537,-1.3916305027443556,0.048470037621671985,0.5481369701486564,1.0,6.0,10.0
54,0.0,1.7554280724298759,-0.6579716745406577,-0.8054674811994106,-0.913332174141784,0.0,4.0,9.0
55,1.0,-1.1471928945900027,-1.9047520731430068,-0.08224031828620927,0.1557133356360103,1.0,14.0,8.0
56,1.0,-0.08808432732029514,1.3260465372712469,-0.7152198567182472,-0.7994423966455292,1.0,0.0,5.0
57,0.0,0.4696757660395502,1.6674867127032018,1.2141625592713647,0.9126069915449632,0.0,24.0,10.0
58,1.0,0.008443673805604679,-0.8795962960977521,-0.7506795572166114,-0.24057608119554463,1.0,4.0,7.0
59,0.0,0.4447000929201989,-0.41986232758723546,0.14462767831238726,0.5875843163538833,0.0,1.0,6.0
60,1.0,0.36760238366615927,-0.7744662389659835,0.6735028954912491,1.7699152806945482,1.0,9.38381895770944,9.24597855592621
61,1.0,-0.6437019207776724,-1.6632804166070563,0.21085294968558996,0.13074797739135607,0.0,7.625630791709294,7.728668782905434
62,1.0,-1.4198873860972538,-1.867748059604865,0.0814746141414659,0.6143992308586912,1.0,7.8402278710482864,8.009460093972379
63,0.0,0.7427880071215107,-0.46648813937364986,0.13173936797233923,0.6178427891034839,1.0,8.903037522127295,8.383524056117222
